local_path,adapter_key,intended_split,slice_name,source_url,source_page,license/source_name,sha256,short_reason,width,height,source_kind
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\grape__leaf\oe\unsupported_same_crop\plantdoc_image66.jpg,grape__leaf,oe,unsupported_same_crop,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf%20black%20rot/image66.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,229046b6e26b7b6198def20136b6bafccd9c7cf5fce69f0263ab217a8e57cb0e,PlantDoc grape leaf black-rot auxiliary negative; separate OE pool.,231,159,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\grape__leaf\oe\unsupported_same_crop\plantdoc_p_319.jpg,grape__leaf,oe,unsupported_same_crop,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf%20black%20rot/p_319.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,53a7c2cf18c822fdf26d8a3a0b4c8a1e03831a61c0f28aa9347984e68134ad8c,PlantDoc grape leaf black-rot auxiliary negative; separate OE pool.,640,480,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\grape__leaf\oe\unsupported_same_crop\plantvillage_0075b632-2e34-4e4f-9697-fe2b332b7ef8_FAM_B.Msls_4399.jpg,grape__leaf,oe,unsupported_same_crop,https://raw.githubusercontent.com/gabrieldgf4/PlantVillage-Dataset/master/Grape___Esca_(Black_Measles)/0075b632-2e34-4e4f-9697-fe2b332b7ef8___FAM_B.Msls%204399.JPG,https://github.com/gabrieldgf4/PlantVillage-Dataset,PlantVillage-Dataset GitHub mirror; review repository license before publication; PlantVillage-Dataset GitHub mirror,35b2d48ca8bed5405fef57a76e9812217d9b7126d8707c1ff17aa1c4c8f0cb4f,PlantVillage grape leaf disease auxiliary negative; separate OE pool.,256,256,plantvillage
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\grape__leaf\oe\unsupported_same_crop\plantvillage_25da5b3c-b105-4471-9ddc-aed768164424_FAM_B.Msls_3925.jpg,grape__leaf,oe,unsupported_same_crop,https://raw.githubusercontent.com/gabrieldgf4/PlantVillage-Dataset/master/Grape___Esca_(Black_Measles)/25da5b3c-b105-4471-9ddc-aed768164424___FAM_B.Msls%203925.JPG,https://github.com/gabrieldgf4/PlantVillage-Dataset,PlantVillage-Dataset GitHub mirror; review repository license before publication; PlantVillage-Dataset GitHub mirror,2f7f917903ad3ba663545d814fe4898645f42e5ad03f5ee32417bf05f7292204,PlantVillage grape leaf disease auxiliary negative; separate OE pool.,256,256,plantvillage
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\grape__leaf\oe\unsupported_same_crop\plantvillage_4bb7b4c2-5ce8-484c-9983-4a4f296a85f9_FAM_B.Msls_4100.jpg,grape__leaf,oe,unsupported_same_crop,https://raw.githubusercontent.com/gabrieldgf4/PlantVillage-Dataset/master/Grape___Esca_(Black_Measles)/4bb7b4c2-5ce8-484c-9983-4a4f296a85f9___FAM_B.Msls%204100.JPG,https://github.com/gabrieldgf4/PlantVillage-Dataset,PlantVillage-Dataset GitHub mirror; review repository license before publication; PlantVillage-Dataset GitHub mirror,884461c469f178062a8ffee646d2459ed68f7576b4d275b8fc9b17c090ffb184,PlantVillage grape leaf disease auxiliary negative; separate OE pool.,256,256,plantvillage
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_00pe.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/00pe.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,c3d68d84faf2c0d7d3fe598691e0e93c5b69598db99d02a56a3b324e4710744b,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,720,1000,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_7190f27ead55c0f6e3ff8b982972810a5446a9713a49d_1260x1260.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/7190f27ead55c0f6e3ff8b982972810a5446a9713a49d_1260x1260.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,85f5fdc7561ba8f9818103cba497001deae8946c8c6f8a0941f6fed65a6ea1e7,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1056,1260,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_depositphotos_3786198-Peach-leaf.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/depositphotos_3786198-Peach-leaf.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,62bdc23e51bffca18b661b61397f8048fcdecfaeaab5a6d956e3b4f7fcbd2a73,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1024,1024,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_peach-leaf-10223898.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/peach-leaf-10223898.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,9a4b8e8f9b11adf75c0127de0957f85193803b402ceb775a27fa9bc2fc825022,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,957,1300,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_peach-leaf-16690421.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/peach-leaf-16690421.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,fda5b6efea3dfe2a3b124f9e2ea319abaac9fa8e89f073c1880ace94b43de566,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1300,954,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_peach-leaf-isolated-white-background-42295220.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/peach-leaf-isolated-white-background-42295220.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,f279f886418d78db8798536b5dde341d37e37538d0d6d7c293d23ea6f6dc761d,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1300,994,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_rose_tree_220430.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/rose_tree_220430.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,338d2be557077d10f8a711f6981d3e2053ff5fc7313fe7b1b352a470d2f6e93c,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,500,500,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_stock-photo-peach-leaf-isolated-on-white-background-281097503.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/stock-photo-peach-leaf-isolated-on-white-background-281097503.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,dae27c5dfaf9872879a87472dbbecd1dcf9073ed0923c3f2c6e228497a26d2f7,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1500,912,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_stock-photo-peach-tree-leaf-isolated-over-white-background-back-side-64472731.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Peach%20leaf/stock-photo-peach-tree-leaf-isolated-over-white-background-back-side-64472731.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,721ea09faf2c898efdcb54d331d4947f4328e733f7bd8e1ef49935472c0c0e18,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1500,1600,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_d7b79dbc0bca0eb3e63fbe5dfb256ccd53d90a4eb1413_1260x1260.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Cherry%20leaf/d7b79dbc0bca0eb3e63fbe5dfb256ccd53d90a4eb1413_1260x1260.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,d8eb06e8bebd793572e05b9b480b39fecf366af7d67bf210702a5c12a6c66117,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1056,1260,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_e52bbb9a08ede2948ba0c006f02fe7b053ad7831d1df6_1260x1260.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Cherry%20leaf/e52bbb9a08ede2948ba0c006f02fe7b053ad7831d1df6_1260x1260.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,2c5195ab40f8b8832d6c45622acf588def5295891c2eee8d2ae2f096eadb7c0d,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1056,1260,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\ood\prunus_leaf_unknowns\plantdoc_ed12ff77ce021883de241830dee55e2e53d2c93231699_1260x1260.jpg,apricot__leaf,ood,prunus_leaf_unknowns,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/test/Cherry%20leaf/ed12ff77ce021883de241830dee55e2e53d2c93231699_1260x1260.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,24408e13c2cefa990689971f2c9b21bf03881b57ffe32212ef5d331bec9c37b7,PlantDoc Prunus leaf unknown; held out as apricot/Prunus OOD.,1056,1260,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_0052.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/0052.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,e9e57bc8836cd386d6413a4d254e926ec276d34dae5e196936bba86b43464f43,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,2304,3072,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_300117.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/300117.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,71300d152f135fa0992a7cdf405301aba8f9d704716092c9d73e0c5574da3784,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,500,500,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_P1010703.JPG.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/P1010703.JPG.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,4aa8ecff6cafaff0822765af48dac1a5705a83b60dabb496287e0cf7b78901c9,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,1024,768,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_depositphotos_4009139-stock-photo-ripe-peach-with-leaves.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/depositphotos_4009139-stock-photo-ripe-peach-with-leaves.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,ee16e9eb08f79a07312d5b845e3392798303e0276401d74a84e9d6424cb633e2,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,1023,996,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_peach-and-leaf-stock-picture-2809277.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/peach-and-leaf-stock-picture-2809277.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,432880be555ac9284be758b4dbc8b1c9767f79e454af058a6ae8c175bf5b6026,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,1300,1131,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_peach-leaves-26807890.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/peach-leaves-26807890.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,fb92707a41b35e5d1781a29d9c8fc27c83c0bcf249ceba6aaceab1a5c4490f0b,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,1300,1367,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_peach.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/peach.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,a9e57c30a44dab4f637430cb3d1d505f2516e57f40a0a828f3575d3f4f1ad023,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,1650,1257,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_stock-photo-peach-leaf-isolated-370117730.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/stock-photo-peach-leaf-isolated-370117730.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,49f241ef2b5fc06ea35d3b58d400c34b8447a1d8cbcda67b0461f1fc9ceeefe9,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,1500,1321,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_stock-photo-peach-with-leaf-isolated-on-white-168119267.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Peach%20leaf/stock-photo-peach-with-leaf-isolated-on-white-168119267.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,a8d6b320cfa221fd5914918b6f53efb8171dd6f723d0957406e3d4a1949e8e11,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,450,470,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_1b9155649757248759cdbe7d83cc94c0.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Cherry%20leaf/1b9155649757248759cdbe7d83cc94c0.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,0df092cecd8c5c2564ef553b11b75c35c250726e487be25eea9f2ab0bbf402c5,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,736,981,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_cherry_tree.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Cherry%20leaf/cherry%2Btree.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,c598fbba736de9ec99a35bcab3bcdae9e4226dd237a2842f7e5fc70f1df2cbdd,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,800,600,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantdoc_radish-black-cherry-fruits-leaves.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/Cherry%20leaf/radish-black-cherry-fruits-leaves.jpg,https://github.com/pratikkayal/PlantDoc-Dataset,PlantDoc-Dataset GitHub; review repository license before publication; PlantDoc-Dataset GitHub,49aa13b9149f6ac007bfb8fb7382212a891bbcd5ed62875a2104f395694bd036,PlantDoc peach/cherry Prunus leaf auxiliary negative for OE.,4000,3000,plantdoc
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantvillage_00130039-8425-42e9-9dd9-15aead7271ff_Rut._Bact.S_3421.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/gabrieldgf4/PlantVillage-Dataset/master/Peach___Bacterial_spot/00130039-8425-42e9-9dd9-15aead7271ff___Rut._Bact.S%203421.JPG,https://github.com/gabrieldgf4/PlantVillage-Dataset,PlantVillage-Dataset GitHub mirror; review repository license before publication; PlantVillage-Dataset GitHub mirror,ac2237d15916aa661e279b78537eb082928d52f46635898214c5cb1a244ea951,PlantVillage Prunus leaf disease auxiliary negative for OE.,256,256,plantvillage
data\internet_image_candidates\20260520_targeted_quality_ood_oe_candidates_v2\apricot__leaf\oe\prunus_leaf_aux_negatives\plantvillage_1fa437f6-bf82-4b01-b3ce-d07ebffdacc3_Rutg._Bact.S_2131.jpg,apricot__leaf,oe,prunus_leaf_aux_negatives,https://raw.githubusercontent.com/gabrieldgf4/PlantVillage-Dataset/master/Peach___Bacterial_spot/1fa437f6-bf82-4b01-b3ce-d07ebffdacc3___Rutg._Bact.S%202131.JPG,https://github.com/gabrieldgf4/PlantVillage-Dataset,PlantVillage-Dataset GitHub mirror; review repository license before publication; PlantVillage-Dataset GitHub mirror,866145fb24921418f4f5dd9f136c0994e1f981ccce273daba21d0f27873d07c4,PlantVillage Prunus leaf disease auxiliary negative for OE.,256,256,plantvillage
