image_id,source,expected_target,expected_crop,expected_part,expected_class,expected_behavior,ood_slice,origin_url,notes,provenance_notes,resolved_source_path,photo_url,taxon_name,query,photo_id,license_code,attribution,sha256,width,height,contrast,source_backend
ow_0011,staged_external:docs/demo_assets/open_world_router/images/ow_0011_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/248981584,unsupported citrus crop; query=citrus leaf disease; taxon=Citrus,"source=iNaturalist; photo_id=444988962; observation=https://www.inaturalist.org/observations/248981584; license=cc-by-nc; attribution=(c) rubyvramirez, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0011_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/444988962/large.jpeg,Citrus,citrus leaf disease,444988962,cc-by-nc,"(c) rubyvramirez, some rights reserved (CC BY-NC)",db419eea726148a565887358e1e61a7569cc2e2bc7e2664e1ea79ad3eea992f5,768,1024,64.39,inaturalist
ow_0012,staged_external:docs/demo_assets/open_world_router/images/ow_0012_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/376785331,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=688950023; observation=https://www.inaturalist.org/observations/376785331; license=cc-by-nc; attribution=(c) Attaqua curiositas veldensis, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0012_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/688950023/large.jpg,Citrus,orange tree leaf,688950023,cc-by-nc,"(c) Attaqua curiositas veldensis, some rights reserved (CC BY-NC)",7da89fcec20edabd8655b47c1a26bc20fbbe220e065d24b8ab5c09d70522a7d6,473,1024,56.95,inaturalist
ow_0013,staged_external:docs/demo_assets/open_world_router/images/ow_0013_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/327828963,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=593969448; observation=https://www.inaturalist.org/observations/327828963; license=cc-by-nc; attribution=(c) mfcollier, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0013_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/593969448/large.jpg,Citrus,orange tree leaf,593969448,cc-by-nc,"(c) mfcollier, some rights reserved (CC BY-NC)",68bf0b629a7030dd07a1ae5f274b8cba7e7da4b0969d284ff2315bc8595759a7,1024,576,31.10,inaturalist
ow_0014,staged_external:docs/demo_assets/open_world_router/images/ow_0014_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/322768784,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=583954617; observation=https://www.inaturalist.org/observations/322768784; license=cc-by-nc; attribution=(c) Ebo Ogana, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0014_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/583954617/large.jpg,Citrus,orange tree leaf,583954617,cc-by-nc,"(c) Ebo Ogana, some rights reserved (CC BY-NC)",2537f947378f21e073d86bc68eb607019379c555229d7f9c5a96a0e87cd482a3,771,1024,68.13,inaturalist
ow_0015,staged_external:docs/demo_assets/open_world_router/images/ow_0015_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/311822183,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=562931549; observation=https://www.inaturalist.org/observations/311822183; license=cc-by-nc; attribution=(c) dcalm, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0015_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/562931549/large.jpg,Citrus,orange tree leaf,562931549,cc-by-nc,"(c) dcalm, some rights reserved (CC BY-NC)",cada6a68c4c48bfa75865b8b54ee1bf3490db4ad2dcc7de6c2e5e36696005179,768,1024,34.62,inaturalist
ow_0016,staged_external:docs/demo_assets/open_world_router/images/ow_0016_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/305756263,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=540300231; observation=https://www.inaturalist.org/observations/305756263; license=cc-by-nc; attribution=(c) Simon and Eunete, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0016_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/540300231/large.jpg,Citrus,orange tree leaf,540300231,cc-by-nc,"(c) Simon and Eunete, some rights reserved (CC BY-NC)",4fe94108a54bf5297f08a4369c57809a559c42c9c7550e8c0076bb37027876b1,768,1024,51.99,inaturalist
ow_0017,staged_external:docs/demo_assets/open_world_router/images/ow_0017_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/297002559,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=534848505; observation=https://www.inaturalist.org/observations/297002559; license=cc-by; attribution=(c) Laura Davis, some rights reserved (CC BY)",docs/demo_assets/open_world_router/images/ow_0017_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/534848505/large.jpg,Citrus,orange tree leaf,534848505,cc-by,"(c) Laura Davis, some rights reserved (CC BY)",740742a2c7e73fa1753b37a89b863f323cb1f4e3234df0bd2f38ca4b291bde24,1024,1024,47.83,inaturalist
ow_0018,staged_external:docs/demo_assets/open_world_router/images/ow_0018_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/258186875,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=463193872; observation=https://www.inaturalist.org/observations/258186875; license=; attribution=(c) Shelley, all rights reserved",docs/demo_assets/open_world_router/images/ow_0018_unsupported_crop_unknown_crop.jpg,https://static.inaturalist.org/photos/463193872/large.jpeg,Citrus,orange tree leaf,463193872,,"(c) Shelley, all rights reserved",d5bc1d84f7531043d9c34646afd99dbeb86ee915808a79fef3c81ad896acf948,461,1024,52.61,inaturalist
ow_0019,staged_external:docs/demo_assets/open_world_router/images/ow_0019_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/257937147,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=462731346; observation=https://www.inaturalist.org/observations/257937147; license=cc-by-nc; attribution=(c) David Merrick, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0019_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/462731346/large.jpg,Citrus,orange tree leaf,462731346,cc-by-nc,"(c) David Merrick, some rights reserved (CC BY-NC)",32b5cd185d253f169e3e13c7ea5d4dbc1cf306988505b16e1a1e410cbd97aaa8,1024,901,53.43,inaturalist
ow_0020,staged_external:docs/demo_assets/open_world_router/images/ow_0020_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/215010513,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=380097682; observation=https://www.inaturalist.org/observations/215010513; license=cc-by-nc; attribution=(c) GMarques, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0020_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/380097682/large.jpeg,Citrus,orange tree leaf,380097682,cc-by-nc,"(c) GMarques, some rights reserved (CC BY-NC)",ac649d9b2d7af1d164ca19b1ac909043b32992cbf73f67e866c194b1e106b430,1024,1017,35.77,inaturalist
ow_0021,staged_external:docs/demo_assets/open_world_router/images/ow_0021_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/145010945,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=249015058; observation=https://www.inaturalist.org/observations/145010945; license=cc-by-nc; attribution=(c) shelley_b, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0021_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/249015058/large.jpg,Citrus,orange tree leaf,249015058,cc-by-nc,"(c) shelley_b, some rights reserved (CC BY-NC)",d81e1ea45529724200cb745f2d7b3287d015e323b28b74d762dfb31271ac9d87,1024,768,41.17,inaturalist
ow_0022,staged_external:docs/demo_assets/open_world_router/images/ow_0022_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/108924878,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=183489356; observation=https://www.inaturalist.org/observations/108924878; license=cc-by-nc; attribution=(c) Matthew Ferretti, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0022_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/183489356/large.jpeg,Citrus,orange tree leaf,183489356,cc-by-nc,"(c) Matthew Ferretti, some rights reserved (CC BY-NC)",ca1e4df38eed198f2a6114f082e2101341228ceef124694432f3fdd1e28a90a5,1024,1024,41.51,inaturalist
ow_0023,staged_external:docs/demo_assets/open_world_router/images/ow_0023_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/104620357,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=175344075; observation=https://www.inaturalist.org/observations/104620357; license=; attribution=(c) Lauren McLean, all rights reserved",docs/demo_assets/open_world_router/images/ow_0023_unsupported_crop_unknown_crop.jpg,https://static.inaturalist.org/photos/175344075/large.jpeg,Citrus,orange tree leaf,175344075,,"(c) Lauren McLean, all rights reserved",d14c7a03b8895baf23954b7989933e7ef9bf1441c1e96f0d9831fe26a380fd7f,768,1024,51.26,inaturalist
ow_0024,staged_external:docs/demo_assets/open_world_router/images/ow_0024_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/97786964,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=162687077; observation=https://www.inaturalist.org/observations/97786964; license=; attribution=(c) sarahhuwi, all rights reserved",docs/demo_assets/open_world_router/images/ow_0024_unsupported_crop_unknown_crop.jpg,https://static.inaturalist.org/photos/162687077/large.jpeg,Citrus,orange tree leaf,162687077,,"(c) sarahhuwi, all rights reserved",68fcc787bb9bada771cd352678a2f4dbdeacb7f3f2854c4b24b1cd79bed45643,472,1024,54.62,inaturalist
ow_0025,staged_external:docs/demo_assets/open_world_router/images/ow_0025_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/92630492,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=153403764; observation=https://www.inaturalist.org/observations/92630492; license=cc-by-nc; attribution=(c) The Leach, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0025_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/153403764/large.jpg,Citrus,orange tree leaf,153403764,cc-by-nc,"(c) The Leach, some rights reserved (CC BY-NC)",8c1e8e0ccd6a99f993a74a21a7ca7cd8bb5d7d7a31da63dc2238f4bb1bcbe0af,849,1024,53.70,inaturalist
ow_0026,staged_external:docs/demo_assets/open_world_router/images/ow_0026_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/91657794,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=151650018; observation=https://www.inaturalist.org/observations/91657794; license=; attribution=(c) Vishan Persaud, all rights reserved",docs/demo_assets/open_world_router/images/ow_0026_unsupported_crop_unknown_crop.jpg,https://static.inaturalist.org/photos/151650018/large.jpeg,Citrus,orange tree leaf,151650018,,"(c) Vishan Persaud, all rights reserved",2b732ac72c82934b59486c29f846c17cfacb13129fd4cb297b8d18f345b47c3e,484,1024,69.40,inaturalist
ow_0027,staged_external:docs/demo_assets/open_world_router/images/ow_0027_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/71741811,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=116848140; observation=https://www.inaturalist.org/observations/71741811; license=cc-by-nc; attribution=(c) Sylvia Felicity Ann Haworth, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0027_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/116848140/large.jpeg,Citrus,orange tree leaf,116848140,cc-by-nc,"(c) Sylvia Felicity Ann Haworth, some rights reserved (CC BY-NC)",26d73495e662efc52ae807e1e33934c0eed855182fdc00ff2923c2ff454600d8,1024,768,50.76,inaturalist
ow_0028,staged_external:docs/demo_assets/open_world_router/images/ow_0028_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/70490752,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=114607675; observation=https://www.inaturalist.org/observations/70490752; license=cc-by-nc; attribution=(c) major121604, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0028_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/114607675/large.jpg,Citrus,orange tree leaf,114607675,cc-by-nc,"(c) major121604, some rights reserved (CC BY-NC)",99af28e23bb05b0ea3f79c34a5ba7eb9b4b74c870815a4d0f5672a7963182483,1024,768,68.06,inaturalist
ow_0029,staged_external:docs/demo_assets/open_world_router/images/ow_0029_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/66024097,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=106348215; observation=https://www.inaturalist.org/observations/66024097; license=; attribution=(c) Donovan Perez, all rights reserved",docs/demo_assets/open_world_router/images/ow_0029_unsupported_crop_unknown_crop.jpg,https://static.inaturalist.org/photos/106348215/large.jpeg,Citrus,orange tree leaf,106348215,,"(c) Donovan Perez, all rights reserved",3e5605a517d4804033e2ff1ca0d679503ee0f6989b91a29a48d02cbecb946405,768,1024,42.24,inaturalist
ow_0030,staged_external:docs/demo_assets/open_world_router/images/ow_0030_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/64119556,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=103033602; observation=https://www.inaturalist.org/observations/64119556; license=; attribution=(c) Timothy Billington, all rights reserved",docs/demo_assets/open_world_router/images/ow_0030_unsupported_crop_unknown_crop.jpg,https://static.inaturalist.org/photos/103033602/large.jpeg,Citrus,orange tree leaf,103033602,,"(c) Timothy Billington, all rights reserved",6009a9d41556f706df4c1e48b9a59d878a39fccb477399a42de17ec6c6d69c82,800,600,26.13,inaturalist
ow_0031,staged_external:docs/demo_assets/open_world_router/images/ow_0031_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/61516715,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=98452951; observation=https://www.inaturalist.org/observations/61516715; license=cc-by-nc; attribution=(c) Tay, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0031_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/98452951/large.jpeg,Citrus,orange tree leaf,98452951,cc-by-nc,"(c) Tay, some rights reserved (CC BY-NC)",8fed328fb95478d8bf7dcf038c40fa1ea67208be7f70938aab49df9c291af9d0,576,1024,57.37,inaturalist
ow_0032,staged_external:docs/demo_assets/open_world_router/images/ow_0032_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/57463046,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=91659002; observation=https://www.inaturalist.org/observations/57463046; license=cc-by-nc; attribution=(c) Patricia Simpson, some rights reserved (CC BY-NC)",docs/demo_assets/open_world_router/images/ow_0032_unsupported_crop_unknown_crop.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/91659002/large.jpeg,Citrus,orange tree leaf,91659002,cc-by-nc,"(c) Patricia Simpson, some rights reserved (CC BY-NC)",dbccefab6ff2227318e2e4e327b210e0c94a926191fffa992645bef2c5a9d7df,1024,683,36.57,inaturalist
ow_0033,staged_external:docs/demo_assets/open_world_router/images/ow_0033_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/39197038,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=62153239; observation=https://www.inaturalist.org/observations/39197038; license=; attribution=(c) Jess Kaye, all rights reserved",docs/demo_assets/open_world_router/images/ow_0033_unsupported_crop_unknown_crop.jpg,https://static.inaturalist.org/photos/62153239/large.jpg,Citrus,orange tree leaf,62153239,,"(c) Jess Kaye, all rights reserved",526713202a2f314bfa25f959f178b6aad937bb658ccf5cc11457594f4f6f8fb7,1024,768,73.01,inaturalist
ow_0034,staged_external:docs/demo_assets/open_world_router/images/ow_0034_unsupported_crop_unknown_crop.jpg,unknown_crop,unknown,unknown,,"open-world negative; abstain or review expected, no supported disease label",unsupported_crop,https://www.inaturalist.org/observations/37641810,unsupported citrus crop; query=orange tree leaf; taxon=Citrus,"source=iNaturalist; photo_id=59711651; observation=https://www.inaturalist.org/observations/37641810; license=; attribution=(c) Duwi Fitriani, all rights reserved",docs/demo_assets/open_world_router/images/ow_0034_unsupported_crop_unknown_crop.jpg,https://static.inaturalist.org/photos/59711651/large.jpeg,Citrus,orange tree leaf,59711651,,"(c) Duwi Fitriani, all rights reserved",01cd7e7faa80c0f5bb970a182a556f8fbb53c37008d3b2c36957088573b2f254,576,1024,50.99,inaturalist
