"rank","priority_score","priority_reasons","image_id","resolved_image","source","expected_target","expected_crop","expected_part","expected_class","actual_status","predicted_crop","predicted_part","predicted_disease","prototype_target","prototype_class_label","prototype_similarity","prototype_margin","reconcile_reason","failure_bucket","pass_fail","review_decision","corrected_crop","corrected_part","corrected_class","prototype_quality","adapter_training_quality","review_notes"
"11","1420","answered_wrong|focus_target|prototype_overrode_untrusted_router_handoff|failed_row","demo_333","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_333_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_333_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_healthy_fruit","success","strawberry","fruit","strawberry_unripe_fruit","strawberry__fruit","strawberry_healthy_fruit","0.59959411","0.05863471","prototype_overrode_untrusted_router_handoff","","fail","add_adapter_train","strawberry","fruit","strawberry_healthy_fruit","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"12","1420","answered_wrong|focus_target|prototype_overrode_untrusted_router_handoff|failed_row","demo_390","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_390_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_390_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_late_blight_meyve","success","tomato","fruit","domates_spotted_wilt_meyve","tomato__fruit","domates_late_blight_meyve","0.67530115","0.09610133","prototype_overrode_untrusted_router_handoff","","fail","add_adapter_train","tomato","fruit","domates_late_blight_meyve","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"13","1420","answered_wrong|focus_target|prototype_overrode_untrusted_router_handoff|failed_row","demo_407","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_407_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_407_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_spotted_wilt_meyve","success","tomato","fruit","domates_antraknoz_meyve","tomato__fruit","domates_late_blight_meyve","0.68527099","0.09295073","prototype_overrode_untrusted_router_handoff","","fail","add_adapter_train","tomato","fruit","domates_spotted_wilt_meyve","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"14","1420","answered_wrong|focus_target|prototype_overrode_untrusted_router_handoff|failed_row","demo_410","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_410_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_410_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_blossom_end_rot_meyve","success","tomato","fruit","domates_sag_lıklı_meyve","tomato__fruit","domates_antraknoz_meyve","0.60427024","0.04225159","prototype_overrode_untrusted_router_handoff","","fail","add_adapter_train","tomato","fruit","domates_blossom_end_rot_meyve","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"15","1420","answered_wrong|focus_target|prototype_overrode_untrusted_router_handoff|failed_row","demo_005","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_005_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_005_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","success","tomato","leaf","domates_late_blight_yaprak","tomato__leaf","domates_bacterial_spot_and_speck_yaprak","0.65863658","0.0865969","prototype_overrode_untrusted_router_handoff","","fail","add_adapter_train","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"16","1420","answered_wrong|focus_target|prototype_overrode_untrusted_router_handoff|failed_row","demo_008","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_008_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_008_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","success","tomato","leaf","domates_septoria_leaf_spot_yaprak","tomato__leaf","domates_septoria_leaf_spot_yaprak","0.64711961","0.08252382","prototype_overrode_untrusted_router_handoff","","fail","add_adapter_train","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"17","1420","answered_wrong|focus_target|prototype_overrode_untrusted_router_handoff|failed_row","demo_040","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_040_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_040_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","success","tomato","leaf","domates_septoria_leaf_spot_yaprak","tomato__leaf","domates_septoria_leaf_spot_yaprak","0.63391804","0.06085694","prototype_overrode_untrusted_router_handoff","","fail","add_adapter_train","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"18","1420","answered_wrong|focus_target|prototype_overrode_untrusted_router_handoff|failed_row","demo_059","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_059_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_059_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","success","tomato","leaf","domates_septoria_leaf_spot_yaprak","tomato__leaf","domates_bacterial_spot_and_speck_yaprak","0.61987565","0.06613307","prototype_overrode_untrusted_router_handoff","","fail","add_adapter_train","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"19","1300","answered_wrong|focus_target|failed_row","demo_306","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_306_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_306_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_gray_mold_fruit","success","strawberry","fruit","strawberry_anthracnose_fruit","strawberry__fruit","strawberry_gray_mold_fruit","0.65065889","0.05587762","router_and_prototype_agree","","fail","add_adapter_train","strawberry","fruit","strawberry_gray_mold_fruit","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"20","1300","answered_wrong|focus_target|failed_row","demo_312","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_312_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_312_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_powdery_mildew_fruit","success","strawberry","fruit","strawberry_anthracnose_fruit","strawberry__fruit","strawberry_powdery_mildew_fruit","0.68160985","0.09831551","router_and_prototype_agree","","fail","add_adapter_train","strawberry","fruit","strawberry_powdery_mildew_fruit","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"21","1300","answered_wrong|focus_target|failed_row","demo_313","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_313_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_313_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_powdery_mildew_fruit","success","strawberry","fruit","strawberry_gray_mold_fruit","strawberry__fruit","strawberry_powdery_mildew_fruit","0.72313313","0.1136407","prototype_corrected_router_handoff","","fail","add_adapter_train","strawberry","fruit","strawberry_powdery_mildew_fruit","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"22","1300","answered_wrong|focus_target|failed_row","demo_314","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_314_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_314_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_powdery_mildew_fruit","success","strawberry","fruit","strawberry_anthracnose_fruit","strawberry__fruit","strawberry_powdery_mildew_fruit","0.6680907","0.09882615","router_and_prototype_agree","","fail","add_adapter_train","strawberry","fruit","strawberry_powdery_mildew_fruit","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"23","1300","answered_wrong|focus_target|failed_row","demo_315","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_315_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_315_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_powdery_mildew_fruit","success","strawberry","fruit","strawberry_gray_mold_fruit","strawberry__fruit","strawberry_powdery_mildew_fruit","0.70339439","0.09780858","router_and_prototype_agree","","fail","add_adapter_train","strawberry","fruit","strawberry_powdery_mildew_fruit","not_selected","hard_example_wrong_disease_answer","Crop/part reached adapter but disease answer was wrong; use for adapter hard-example review."
"24","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_145","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_145_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_145_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","unknown_crop","cucumber","fruit","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.60570604","0.01131974","prototype_evidence_weak","router","fail","add_prototype_positive","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"25","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_146","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_146_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_146_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","unknown_crop","plum","unknown","","apricot__fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","0.59085927","0.02075873","prototype_evidence_weak","router","fail","exclude_ambiguous","apricot","fruit","kayısıda_şarka_virüsü_meyve_230","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"26","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_157","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_157_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_157_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_şeftali_karalekesi_meyve_232","unknown_crop","banana","unknown","","apricot__fruit","kayısıda_şeftali_karalekesi_meyve_232","0.61072386","0.02817291","prototype_evidence_weak","router","fail","add_prototype_positive","apricot","fruit","kayısıda_şeftali_karalekesi_meyve_232","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"27","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_174","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_174_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_174_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_şeftali_karalekesi_meyve_232","unknown_crop","","","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.58730844","0.02728934","prototype_evidence_weak","router","fail","exclude_ambiguous","apricot","fruit","kayısıda_şeftali_karalekesi_meyve_232","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"28","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_305","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_305_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_305_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_gray_mold_fruit","unknown_crop","orange","unknown","","strawberry__fruit","strawberry_gray_mold_fruit","0.54326981","0.02634458","prototype_evidence_weak","router","fail","add_prototype_positive","strawberry","fruit","strawberry_gray_mold_fruit","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"29","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_308","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_308_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_308_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_powdery_mildew_fruit","unknown_crop","honeydew","unknown","","strawberry__fruit","strawberry_gray_mold_fruit","0.54472951","0.00502304","prototype_evidence_weak","router","fail","exclude_ambiguous","strawberry","fruit","strawberry_powdery_mildew_fruit","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"30","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_311","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_311_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_311_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_powdery_mildew_fruit","unknown_crop","pear","unknown","","strawberry__fruit","strawberry_healthy_fruit","0.57378748","0.01612735","prototype_evidence_weak","router","fail","exclude_ambiguous","strawberry","fruit","strawberry_powdery_mildew_fruit","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"31","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_056","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_056_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_056_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_bacterial_spot_and_speck_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_late_blight_meyve","0.5913904","0.02150488","prototype_evidence_weak","router","fail","exclude_ambiguous","tomato","fruit","domates_bacterial_spot_and_speck_meyve","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"32","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_057","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_057_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_057_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_bacterial_spot_and_speck_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_late_blight_meyve","0.64097722","0.02308061","prototype_evidence_weak","router","fail","exclude_ambiguous","tomato","fruit","domates_bacterial_spot_and_speck_meyve","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"33","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_373","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_373_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_373_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_blossom_end_rot_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_blossom_end_rot_meyve","0.59853757","0.02249683","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","fruit","domates_blossom_end_rot_meyve","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"34","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_383","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_383_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_383_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_gray_mold_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_gray_mold_meyve","0.64832191","0.02335468","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","fruit","domates_gray_mold_meyve","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"35","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_388","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_gray_mold_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_gray_mold_meyve","0.61518382","0.02483788","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","fruit","domates_gray_mold_meyve","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"36","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_396","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_396_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_396_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_late_blight_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_blossom_end_rot_meyve","0.61908274","0.02976032","prototype_evidence_weak","router","fail","exclude_ambiguous","tomato","fruit","domates_late_blight_meyve","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"37","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_400","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_spotted_wilt_meyve","unknown_crop","banana","unknown","","tomato__fruit","domates_spotted_wilt_meyve","0.6046125","0.02713974","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","fruit","domates_spotted_wilt_meyve","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"38","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_405","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_spotted_wilt_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_spotted_wilt_meyve","0.64531258","0.01872175","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","fruit","domates_spotted_wilt_meyve","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"39","720","focus_target|router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained","demo_412","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_gray_mold_meyve","unknown_crop","eggplant","unknown","","tomato__fruit","domates_gray_mold_meyve","0.63221566","0.02343727","prototype_evidence_weak","router","fail","add_prototype_positive","tomato","fruit","domates_gray_mold_meyve","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
