image_id,source,resolved_image,expected_target,expected_crop,expected_part,expected_class,corrected_crop,corrected_part,corrected_class,prototype_target,prototype_class_label,predicted_crop,predicted_part,predicted_disease,prototype_similarity,prototype_margin,reconcile_reason,failure_bucket,pass_fail,review_decision,prototype_quality,adapter_training_quality,review_notes
demo_026,staged_external:docs/demo_assets/m2_full_image_set/images/demo_026_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_026_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_çiçek_monilyası_meyve_40,apricot,fruit,kayısıda_çiçek_monilyası_meyve_40,apricot__fruit,kayısıda_çiçek_monilyası_meyve_40,apricot,fruit,kayısı_sağlıklı_meyve_800,0.63925056,0.06815054,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,"reviewed: clear diseased apricot fruit, not healthy"
demo_115,staged_external:docs/demo_assets/m2_full_image_set/images/demo_115_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_115_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot__fruit,kayısıda_şeftali_karalekesi_meyve_232,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,0.63062719,0.06491126,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: apricot sharka-like ring/mottle fruit symptoms are plausible
demo_209,staged_external:docs/demo_assets/m2_full_image_set/images/demo_209_grape_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_209_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_botrytis_cinerea_meyve,grape,fruit,üzüm_botrytis_cinerea_meyve,grape__fruit,üzüm_botrytis_cinerea_meyve,grape,fruit,u_zu_m_ku_lleme_meyve,0.61790925,0.04843502,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: clear grape botrytis/gray-rot fruit hard example
demo_096,staged_external:docs/demo_assets/m2_full_image_set/images/demo_096_grape_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_096_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_botrytis_cinerea_meyve,grape,fruit,üzüm_botrytis_cinerea_meyve,grape__fruit,üzüm_botrytis_cinerea_meyve,grape,fruit,u_zu_m_sag_lıklı_meyve,0.64601005,0.0744365,prototype_overrode_calibrated_part_conflict,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: clear grape botrytis/gray-rot bunch hard example
demo_207,staged_external:docs/demo_assets/m2_full_image_set/images/demo_207_grape_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_207_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_botrytis_cinerea_meyve,grape,fruit,üzüm_botrytis_cinerea_meyve,grape__fruit,üzüm_botrytis_cinerea_meyve,grape,fruit,u_zu_m_mildiyo_meyve,0.59641569,0.0592408,prototype_overrode_calibrated_part_conflict,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: clear grape botrytis/rot fruit hard example
demo_441,staged_external:docs/demo_assets/m2_full_image_set/images/demo_441_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_441_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,tomato,leaf,domates_leaf_mold_yaprak,tomato__leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,0.61079026,0.04613024,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: tomato leaf-mold symptoms are plausible
demo_306,staged_external:docs/demo_assets/m2_full_image_set/images/demo_306_strawberry_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_306_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,strawberry,fruit,strawberry_gray_mold_fruit,strawberry__fruit,strawberry_gray_mold_fruit,strawberry,fruit,strawberry_anthracnose_fruit,0.65046463,0.05568336,router_and_prototype_agree,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: clear strawberry gray mold/fuzzy rot hard example
demo_312,staged_external:docs/demo_assets/m2_full_image_set/images/demo_312_strawberry_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_312_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,strawberry__fruit,strawberry_powdery_mildew_fruit,strawberry,fruit,strawberry_anthracnose_fruit,0.67898486,0.09569052,router_and_prototype_agree,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: strawberry powdery mildew fruit symptoms are visible
demo_313,staged_external:docs/demo_assets/m2_full_image_set/images/demo_313_strawberry_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_313_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,strawberry__fruit,strawberry_powdery_mildew_fruit,strawberry,fruit,strawberry_gray_mold_fruit,0.72185155,0.11235912,prototype_corrected_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: strawberry powdery mildew fruit symptoms are visible
demo_314,staged_external:docs/demo_assets/m2_full_image_set/images/demo_314_strawberry_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_314_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,strawberry__fruit,strawberry_powdery_mildew_fruit,strawberry,fruit,strawberry_anthracnose_fruit,0.6673376,0.09807305,router_and_prototype_agree,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: strawberry powdery mildew fruit symptoms are visible
demo_315,staged_external:docs/demo_assets/m2_full_image_set/images/demo_315_strawberry_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_315_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,strawberry__fruit,strawberry_powdery_mildew_fruit,strawberry,fruit,strawberry_gray_mold_fruit,0.70312206,0.09753625,router_and_prototype_agree,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: strawberry powdery mildew fruit symptoms are visible
demo_390,staged_external:docs/demo_assets/m2_full_image_set/images/demo_390_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_390_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,tomato,fruit,domates_late_blight_meyve,tomato__fruit,domates_late_blight_meyve,tomato,fruit,domates_spotted_wilt_meyve,0.67536179,0.09532557,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: tomato fruit late-blight lesions are plausible
demo_407,staged_external:docs/demo_assets/m2_full_image_set/images/demo_407_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_407_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,tomato,fruit,domates_spotted_wilt_meyve,tomato__fruit,domates_late_blight_meyve,tomato,fruit,domates_antraknoz_meyve,0.68564831,0.09332805,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: tomato spotted-wilt fruit symptoms are plausible
demo_410,staged_external:docs/demo_assets/m2_full_image_set/images/demo_410_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_410_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_blossom_end_rot_meyve,tomato,fruit,domates_blossom_end_rot_meyve,tomato__fruit,domates_antraknoz_meyve,tomato,fruit,domates_sag_lıklı_meyve,0.60427024,0.04170246,prototype_overrode_untrusted_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: clear tomato blossom-end rot hard example
demo_267,staged_external:docs/demo_assets/m2_full_image_set/images/demo_267_grape_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_267_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_leafroll_virüs_yaprak,grape,leaf,üzüm_leafroll_virüs_yaprak,grape__leaf,üzüm_leafroll_virüs_yaprak,grape,leaf,üzüm_mildiyö_yaprak,0.5834958,0.02132548,router_and_prototype_agree,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: grape leafroll-style discoloration is plausible
demo_257,staged_external:docs/demo_assets/m2_full_image_set/images/demo_257_grape_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_257_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,grape,leaf,üzüm_külleme_yaprak,grape__leaf,üzüm_antraknoz_yaprak,grape,leaf,üzüm_antraknoz_yaprak,0.658737,0.05143598,router_and_prototype_agree,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,"reviewed: visible grape leaf powdery mildew residue, not anthracnose"
demo_284,staged_external:docs/demo_assets/m2_full_image_set/images/demo_284_grape_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_284_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,grape,leaf,üzüm_yelpaze_virüsü_yaprak,grape__leaf,üzüm_sağlıklı_yaprak,grape,leaf,üzüm_sağlıklı_yaprak,0.67264613,0.06148976,router_and_prototype_agree,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: fanleaf-style yellowing/deformation is visible
demo_088,staged_external:docs/demo_assets/m2_full_image_set/images/demo_088_strawberry_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_088_strawberry_leaf.jpg,strawberry__leaf,strawberry,leaf,strawberry_leaf_spot_leaf,strawberry,leaf,strawberry_leaf_spot_leaf,strawberry__leaf,strawberry_leaf_spot_leaf,strawberry,leaf,strawberry_powdery_mildew_leaf,0.67257116,0.08422166,prototype_corrected_router_handoff,,fail,add_adapter_train,not_for_prototype,reviewed_adapter_hard_example,reviewed: clear strawberry leaf spot hard example
