adapter,target_role,slice_name,candidate_path,target_path,source_url,source_page,license,source_note,sha256,short_rationale,width,height,format,source_kind
grape__fruit,ood,grape_fruit_unknowns,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__fruit\ood\grape_fruit_unknowns\wikimedia_Vitisiella_larva.jpg.jpg,data\prepared_runtime_datasets\grape__fruit\ood\grape_fruit_unknowns\internet_20260517_wikimedia_Vitisiella_larva.jpg.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Vitisiella_larva.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Vitisiella_larva.jpg,Wikimedia Commons: CC BY-SA 4.0; Beatriz Moisset,Wikimedia Commons: CC BY-SA 4.0; Beatriz Moisset,6011ecc68dbd17ee77b4d3beef0fca87c3dbd32fa53a70c61378a2e23bc50767,"Unsupported grape fruit disease/condition candidate for grape_fruit_unknowns; kept as final OOD evidence candidate, not OE.",797,861,,wikimedia
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\bugwood_bugwood_5356697_grape_nutrient_deficiency_leaf.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_bugwood_bugwood_5356697_grape_nutrient_deficiency_leaf.jpg,https://bugwoodcloud.org/images/768x512/5356697.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=5356697,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,bee5ba870773209c6637d3e4ba01687d2569e566bf07e9296054b4bad2d2b094,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",768,521,,bugwood
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\bugwood_bugwood_0454063_grape_phylloxera_leaf_galls.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_bugwood_bugwood_0454063_grape_phylloxera_leaf_galls.jpg,https://bugwoodcloud.org/images/768x512/0454063.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=0454063,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,5d5db20e378ad709110c92968047b36e8c5c57290e15b0069e20bb0c42911fae,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",512,768,,bugwood
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\bugwood_bugwood_5561560_grape_phylloxera_leaf_galls.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_bugwood_bugwood_5561560_grape_phylloxera_leaf_galls.jpg,https://bugwoodcloud.org/images/768x512/5561560.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=5561560,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,c1846de6b24948812732bfa2b8ac869f66b55f8fba93efeef89db7f8ae1cd77b,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",768,576,,bugwood
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\bugwood_bugwood_5083002_grape_old_leaf_galls.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_bugwood_bugwood_5083002_grape_old_leaf_galls.jpg,https://bugwoodcloud.org/images/768x512/5083002.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=5083002,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,e1e1130230b73c453e94d1be05c499b4e24508890f1df3ec8773ebf2cf45b8a6,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",512,768,,bugwood
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\bugwood_bugwood_0660054_grape_bacterial_leaf_scorch.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_bugwood_bugwood_0660054_grape_bacterial_leaf_scorch.jpg,https://bugwoodcloud.org/images/768x512/0660054.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=0660054,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,81061d882218bff2155a03f76f91bda4ae26da17a3fe793dfd6fb96b58074222,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",768,731,,bugwood
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\bugwood_bugwood_5487917_grape_bacterial_leaf_scorch.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_bugwood_bugwood_5487917_grape_bacterial_leaf_scorch.jpg,https://bugwoodcloud.org/images/768x512/5487917.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=5487917,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,b0a79595ed8f1b878809b7951379c494c5facf74fc5538fb555bf7ee48562062,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",768,576,,bugwood
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\bugwood_bugwood_5360757_grape_leafhopper_damage.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_bugwood_bugwood_5360757_grape_leafhopper_damage.jpg,https://bugwoodcloud.org/images/768x512/5360757.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=5360757,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,948a126d65ae4fb8255a2979d99808da868a618c6c6ccd1a4d7c352e5e2b57ae,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",768,510,,bugwood
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\wikimedia_Bourdeaux_mixture.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_wikimedia_Bourdeaux_mixture.jpg.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Bourdeaux_mixture.jpg/960px-Bourdeaux_mixture.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Bourdeaux_mixture.jpg,Wikimedia Commons: CC BY-SA 3.0; Pg1945,Wikimedia Commons: CC BY-SA 3.0; Pg1945,5af27033c977d82f8d6c88886f5ee1712ccc6f7eb1e614b52c31dd491778cc02,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",960,540,,wikimedia
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\wikimedia_Ciclo_fillossera.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_wikimedia_Ciclo_fillossera.jpg.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Ciclo_fillossera.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Ciclo_fillossera.jpg,Wikimedia Commons: CC BY-SA 3.0; No machine-readable author provided. Giancarlodessi assumed (based on copyright claims).,Wikimedia Commons: CC BY-SA 3.0; No machine-readable author provided. Giancarlodessi assumed (based on copyright claims).,920e23bdfc2920faa2ac00f90ab63bcce00a1e781ab182ea5e266738ffbfebf9,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",350,263,,wikimedia
tomato__fruit,oe,unsupported_same_crop,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__fruit\oe\unsupported_same_crop\bugwood_bugwood_5357634_tomato_sunscald_fruit.jpg,data\prepared_runtime_datasets\tomato__fruit\oe\unsupported_same_crop\internet_20260517_bugwood_bugwood_5357634_tomato_sunscald_fruit.jpg,https://bugwoodcloud.org/images/768x512/5357634.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=5357634,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,58398af294df549e16b3a658e8c685b5d9e6a580a5a4b7f188d921b026657c6e,Tomato fruit OE candidate: same-crop unsupported disease/abiotic fruit condition kept separate from final OOD evidence.,709,476,,bugwood
tomato__fruit,oe,unsupported_same_crop,data\internet_image_candidates\20260517_aads_ood_oe_readiness\tomato__fruit\oe\unsupported_same_crop\bugwood_bugwood_5473713_tomato_buckeye_rot_fruit.jpg,data\prepared_runtime_datasets\tomato__fruit\oe\unsupported_same_crop\internet_20260517_bugwood_bugwood_5473713_tomato_buckeye_rot_fruit.jpg,https://bugwoodcloud.org/images/768x512/5473713.jpg,https://www.invasive.org/browse/detail.cfm?imgnum=5473713,Bugwood/Invasive.org source page; review page license before publication,Bugwood/Invasive.org source page; review page license before publication,504dc64647d0168a5363f72af742966a29f07275f86aaeb7fb7ee258d2f271d7,Tomato fruit OE candidate: same-crop unsupported disease/abiotic fruit condition kept separate from final OOD evidence.,768,576,,bugwood
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_000g.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_000g.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/000g.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/000g.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,cae656776428feab94d764a5a7cc52da89291728da56933e3662d473e53b44d4,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1200,800,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_0g.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_0g.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/0g.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/0g.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,068034bf27f4752d238577afb41b90c47baac72e8158d1c66f5eb5559da8dda0,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1200,1025,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_10178grape_leaf.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_10178grape_leaf.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/10178grape_leaf.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/10178grape_leaf.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,c7974be37c1c19d62075a40cd2ca37dd8a97ebcbc8ced3b1262b26085d587014,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",689,600,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_4635766-green-grapevine-leaves.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_4635766-green-grapevine-leaves.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/4635766-green-grapevine-leaves.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/4635766-green-grapevine-leaves.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,21f2580b75b2a12ef97ec47694a40b400a972f122d8968a91338ff914a15a64e,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",800,776,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_6cy5kMMEi.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_6cy5kMMEi.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/6cy5kMMEi.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/6cy5kMMEi.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,ee000088b778186867777cb33de1a86349b0d803cef33f181d04748a7c5b0738,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",2160,1920,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_GrapeLeaf.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_GrapeLeaf.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/GrapeLeaf.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/GrapeLeaf.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,2a4c31099f6947131f4925eab214cd51570a1f11d71fe734b4bf988a45085ab4,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",2592,1936,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_Grape_leaf_01.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_Grape_leaf_01.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/Grape_leaf_01.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/Grape_leaf_01.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,e980eb97df8b9a41e94dbfdafbe3609db647a687a0fc9621349ba00b85d08389,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",2374,3090,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_Grolleau_noir_leaves.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_Grolleau_noir_leaves.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/Grolleau_noir_leaves.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/Grolleau_noir_leaves.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,4c797f1edaf7a06b8641cb9f40ca7fb8f3cdc4f401d8619d7c379fedc5c8e473,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1600,1067,,plantdoc
grape__leaf,ood,grape_failure_cases,data\internet_image_candidates\20260517_aads_ood_oe_readiness\grape__leaf\ood\grape_failure_cases\plantdoc_plantdoc_train_grape_leaf_IMG_20150511_095517.jpg.jpg,data\prepared_runtime_datasets\grape__leaf\ood\grape_failure_cases\internet_20260517_plantdoc_plantdoc_train_grape_leaf_IMG_20150511_095517.jpg.jpg,https://raw.githubusercontent.com/pratikkayal/PlantDoc-Dataset/master/train/grape%20leaf/IMG_20150511_095517.jpg,https://github.com/pratikkayal/PlantDoc-Dataset/blob/master/train/grape%20leaf/IMG_20150511_095517.jpg,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,PlantDoc GitHub dataset source; review repository LICENSE.txt before publication,df7bd8be44ecfcf1f7086a49f811811cde7457cdb413844fb32449344a65ae97,"Grape leaf OOD failure candidate: damaged, cluttered, partial, unusual-angle, abiotic, or unsupported symptom leaf view.",1600,1200,,plantdoc
