rank,priority_score,priority_reasons,image_id,resolved_image,source,expected_target,expected_crop,expected_part,expected_class,actual_status,predicted_crop,predicted_part,predicted_disease,prototype_target,prototype_class_label,prototype_similarity,prototype_margin,reconcile_reason,failure_bucket,pass_fail,review_decision,corrected_crop,corrected_part,corrected_class,prototype_quality,adapter_training_quality,review_notes
15,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_388,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,unknown_crop,eggplant,unknown,,tomato__fruit,domates_gray_mold_meyve,0.61731654,0.0269706,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
16,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_396,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_396_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_396_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,unknown_crop,eggplant,unknown,,tomato__fruit,domates_antraknoz_meyve,0.61862954,0.02788314,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
17,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_400,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,unknown_crop,banana,unknown,,tomato__fruit,domates_spotted_wilt_meyve,0.60496153,0.02637895,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
18,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_405,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,unknown_crop,eggplant,unknown,,tomato__fruit,domates_spotted_wilt_meyve,0.64921544,0.0228324,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
19,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_412,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,unknown_crop,eggplant,unknown,,tomato__fruit,domates_gray_mold_meyve,0.63449062,0.02571223,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
20,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_007,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_007_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_007_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_bacterial_spot_and_speck_yaprak,unknown_crop,potato,unknown,,tomato__leaf,domates_late_blight_yaprak,0.61550245,0.01909109,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
21,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_064,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,router_uncertain,tomato,leaf,,tomato__leaf,domates_leaf_mold_yaprak,0.64212482,0.00815517,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
22,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_065,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,unknown_crop,guava,unknown,,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,0.55247994,0.01362469,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
23,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_429,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,router_uncertain,tomato,leaf,,tomato__leaf,domates_late_blight_yaprak,0.58933492,0.02415484,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
24,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_430,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_430_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_430_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,router_uncertain,tomato,unknown,,tomato__leaf,domates_late_blight_yaprak,0.60974095,0.02635881,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
25,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_432,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_432_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_432_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,unknown_crop,potato,leaf,,tomato__leaf,domates_late_blight_yaprak,0.56266718,0.01829309,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
26,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_440,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_440_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_440_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,unknown_crop,eggplant,unknown,,tomato__leaf,domates_late_blight_yaprak,0.62291342,0.00233133,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
27,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_461,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_461_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_461_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_powdery_mildew_yaprak,unknown_crop,lentil,unknown,,tomato__leaf,domates_powdery_mildew_yaprak,0.54750706,0.01685234,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
28,520,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_462,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_462_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_462_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_powdery_mildew_yaprak,unknown_crop,quinoa,unknown,,tomato__leaf,domates_powdery_mildew_yaprak,0.59650221,0.02790157,prototype_evidence_weak,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
29,510,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_058,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_058_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_058_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,unknown_crop,plum,unknown,,apricot__fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,0.60266421,0.01663002,prototype_evidence_weak,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
30,510,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_366,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_366_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_366_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,unknown_crop,banana,unknown,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.56706778,0.00445844,prototype_evidence_weak,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
31,510,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_395,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_395_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_395_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,unknown_crop,honeydew,unknown,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.61297371,0.01775816,prototype_evidence_weak,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
32,510,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_398,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_398_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_398_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,unknown_crop,avocado,unknown,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.55405532,0.00667449,prototype_evidence_weak,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
33,510,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_399,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_399_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_399_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,unknown_crop,pepper,bud,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.57438389,0.01140969,prototype_evidence_weak,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
34,510,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_409,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_409_tomato_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_409_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,unknown_crop,plum,unknown,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.63584709,0.01882583,prototype_evidence_weak,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
35,510,router_failure|prototype_evidence_weak|failed_row|low_prototype_margin|high_similarity_wrong_prototype_target,demo_509,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_509_tomato_leaf.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_509_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_spotted_wilt_yaprak,router_uncertain,tomato,leaf,,tomato__fruit,domates_sağlıklı_meyve,0.6091638,0.02420663,prototype_evidence_weak,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
36,500,router_failure|prototype_policy_not_calibrated|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_147,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_147_apricot_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_147_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,unknown_crop,,,,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,0.57442284,0.03861654,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
37,500,router_failure|prototype_policy_not_calibrated|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_436,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_436_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_436_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,unknown_crop,potato,leaf,,tomato__leaf,domates_late_blight_yaprak,0.58224226,0.03774696,prototype_policy_not_calibrated,router,fail,add_prototype_positive,,,,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
38,490,router_failure|part_conflict|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_097,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_097_grape_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_097_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_botrytis_cinerea_meyve,router_uncertain,grape,leaf,,grape__fruit,üzüm_sağlıklı_meyve,0.67975543,0.02090861,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
39,490,router_failure|part_conflict|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_236,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_236_grape_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_236_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_mildiyö_meyve,router_uncertain,grape,leaf,,grape__fruit,üzüm_mildiyö_meyve,0.6591944,0.01972934,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
40,490,router_failure|part_conflict|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_237,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_237_grape_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_237_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_antraknoz_meyve,router_uncertain,grape,leaf,,grape__fruit,üzüm_mildiyö_meyve,0.63789754,0.01919759,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
41,490,router_failure|part_conflict|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_243,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_243_grape_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_243_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_mildiyö_meyve,router_uncertain,grape,leaf,,grape__fruit,üzüm_mildiyö_meyve,0.64816049,0.01442042,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
42,490,router_failure|part_conflict|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_307,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_307_strawberry_fruit.jpg,staged_external:docs/demo_assets/m2_full_image_set/images/demo_307_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router_uncertain,strawberry,leaf,,strawberry__fruit,strawberry_gray_mold_fruit,0.59267873,0.03924654,part_conflict,router,fail,add_prototype_positive,,,,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
43,490,router_failure|part_conflict|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_129,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_129_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_129_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,router_uncertain,tomato,fruit,,tomato__leaf,domates_septoria_leaf_spot_yaprak,0.62845145,0.0307788,part_conflict,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
44,480,router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_067,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_067_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_067_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,unknown_crop,sugar beet,unknown,,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,0.57604178,0.03115366,negative_prototype_too_close,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
45,480,router_failure|negative_prototype_too_close|failed_row|low_prototype_margin|prototype_correct_but_abstained,demo_425,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_425_tomato_leaf.png,staged_external:docs/demo_assets/m2_full_image_set/images/demo_425_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,unknown_crop,sugar beet,unknown,,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,0.56054919,0.03235267,negative_prototype_too_close,router,fail,exclude_ambiguous,,,,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
