image_id,source,resolved_image,expected_target,expected_crop,expected_part,expected_class,corrected_crop,corrected_part,corrected_class,prototype_target,prototype_class_label,predicted_crop,predicted_part,predicted_disease,prototype_similarity,prototype_margin,reconcile_reason,failure_bucket,pass_fail,review_decision,prototype_quality,adapter_training_quality,review_notes
demo_129,staged_external:docs/demo_assets/m2_full_image_set/images/demo_129_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_129_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_septoria_leaf_spot_yaprak,tomato,fruit,,0.62845145,0.0307788,part_conflict,router,fail,exclude_ambiguous,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
demo_067,staged_external:docs/demo_assets/m2_full_image_set/images/demo_067_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_067_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,sugar beet,unknown,,0.57604178,0.03115366,negative_prototype_too_close,router,fail,exclude_ambiguous,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
demo_425,staged_external:docs/demo_assets/m2_full_image_set/images/demo_425_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_425_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,sugar beet,unknown,,0.56054919,0.03235267,negative_prototype_too_close,router,fail,exclude_ambiguous,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
demo_193,staged_external:docs/demo_assets/m2_full_image_set/images/demo_193_apricot_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_193_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_sağlıklı_yaprak_302,apricot,leaf,kayısı_sağlıklı_yaprak_302,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,plum,unknown,,0.63166928,0.06419724,negative_prototype_too_close,router,fail,exclude_ambiguous,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
demo_068,staged_external:docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,,0.59966504,0.05802503,negative_prototype_too_close,router,fail,exclude_ambiguous,reviewed_router_only,deferred_router_only,router-only conservative review: deferred as ambiguous or outside current priority slice
demo_145,staged_external:docs/demo_assets/m2_full_image_set/images/demo_145_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_145_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,cucumber,fruit,,0.60837298,0.01398668,prototype_evidence_weak,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: bitten/rotted apricot fruit is not a clean sharka prototype positive
demo_285,staged_external:docs/demo_assets/m2_full_image_set/images/demo_285_grape_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_285_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,grape,leaf,üzüm_yelpaze_virüsü_yaprak,grape__leaf,üzüm_yelpaze_virüsü_yaprak,celery,unknown,,0.53963989,0.00388052,prototype_evidence_weak,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: grape fanleaf image is low-signal/occluded
demo_007,staged_external:docs/demo_assets/m2_full_image_set/images/demo_007_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_007_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,domates_bacterial_spot_and_speck_yaprak,tomato__leaf,domates_late_blight_yaprak,potato,unknown,,0.61533053,0.01891917,prototype_evidence_weak,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: tomato leaf symptoms are not clean bacterial spot/speck prototype evidence
demo_064,staged_external:docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_leaf_mold_yaprak,tomato,leaf,,0.64212482,0.00815517,prototype_evidence_weak,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: tomato early blight vs leaf mold is visually ambiguous
demo_065,staged_external:docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,guava,unknown,,0.55247994,0.01362469,prototype_evidence_weak,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: tomato early blight vs bacterial spot/speck is visually ambiguous
demo_440,staged_external:docs/demo_assets/m2_full_image_set/images/demo_440_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_440_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,tomato,leaf,domates_leaf_mold_yaprak,tomato__leaf,domates_late_blight_yaprak,eggplant,unknown,,0.62282563,0.00224354,prototype_evidence_weak,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: ambiguous or low-signal router/prototype row
demo_509,staged_external:docs/demo_assets/m2_full_image_set/images/demo_509_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_509_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_spotted_wilt_yaprak,tomato,leaf,domates_spotted_wilt_yaprak,tomato__fruit,domates_sağlıklı_meyve,tomato,leaf,,0.6091638,0.02420663,prototype_evidence_weak,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: tomato spotted-wilt row is not clean against healthy fruit prototype
demo_129,staged_external:docs/demo_assets/m2_full_image_set/images/demo_129_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_129_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_septoria_leaf_spot_yaprak,tomato,fruit,,0.62861281,0.03094016,part_conflict,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: tomato leaf part-conflict row is low-signal for class-safe rescue
demo_162,staged_external:docs/demo_assets/m2_full_image_set/images/demo_162_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_162_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,plum,unknown,,0.6018691,0.03973736,negative_prototype_too_close,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: apricot fruit row appears to be leaf imagery/target mismatch
demo_165,staged_external:docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot__leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,plum,unknown,,0.67254014,0.08823326,negative_prototype_too_close,router,fail,exclude_ambiguous,not_for_prototype,not_for_adapter_training,excluded: apricot fruit row appears to be leaf imagery/target mismatch
