image_id,source,resolved_image,expected_target,expected_crop,expected_part,expected_class,corrected_crop,corrected_part,corrected_class,prototype_target,prototype_class_label,predicted_crop,predicted_part,predicted_disease,prototype_similarity,prototype_margin,reconcile_reason,failure_bucket,pass_fail,review_decision,prototype_quality,adapter_training_quality,review_notes
demo_383,staged_external:docs/demo_assets/m2_full_image_set/images/demo_383_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_383_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,tomato,fruit,domates_gray_mold_meyve,tomato__fruit,domates_gray_mold_meyve,eggplant,unknown,,0.65196631,0.02699908,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_388,staged_external:docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,tomato,fruit,domates_gray_mold_meyve,tomato__fruit,domates_gray_mold_meyve,eggplant,unknown,,0.61731654,0.0269706,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_396,staged_external:docs/demo_assets/m2_full_image_set/images/demo_396_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_396_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,tomato,fruit,domates_late_blight_meyve,tomato__fruit,domates_antraknoz_meyve,eggplant,unknown,,0.61862954,0.02788314,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_400,staged_external:docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,tomato,fruit,domates_spotted_wilt_meyve,tomato__fruit,domates_spotted_wilt_meyve,banana,unknown,,0.60496153,0.02637895,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_405,staged_external:docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,tomato,fruit,domates_spotted_wilt_meyve,tomato__fruit,domates_spotted_wilt_meyve,eggplant,unknown,,0.64921544,0.0228324,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_412,staged_external:docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,tomato,fruit,domates_gray_mold_meyve,tomato__fruit,domates_gray_mold_meyve,eggplant,unknown,,0.63449062,0.02571223,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_007,staged_external:docs/demo_assets/m2_full_image_set/images/demo_007_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_007_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_bacterial_spot_and_speck_yaprak,tomato,leaf,domates_bacterial_spot_and_speck_yaprak,tomato__leaf,domates_late_blight_yaprak,potato,unknown,,0.61550245,0.01909109,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_064,staged_external:docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_leaf_mold_yaprak,tomato,leaf,,0.64212482,0.00815517,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_065,staged_external:docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_bacterial_spot_and_speck_yaprak,guava,unknown,,0.55247994,0.01362469,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_429,staged_external:docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,tomato__leaf,domates_late_blight_yaprak,tomato,leaf,,0.58933492,0.02415484,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_430,staged_external:docs/demo_assets/m2_full_image_set/images/demo_430_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_430_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,tomato__leaf,domates_late_blight_yaprak,tomato,unknown,,0.60974095,0.02635881,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_432,staged_external:docs/demo_assets/m2_full_image_set/images/demo_432_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_432_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,tomato__leaf,domates_late_blight_yaprak,potato,leaf,,0.56266718,0.01829309,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_440,staged_external:docs/demo_assets/m2_full_image_set/images/demo_440_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_440_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,tomato,leaf,domates_leaf_mold_yaprak,tomato__leaf,domates_late_blight_yaprak,eggplant,unknown,,0.62291342,0.00233133,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_461,staged_external:docs/demo_assets/m2_full_image_set/images/demo_461_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_461_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_powdery_mildew_yaprak,tomato,leaf,domates_powdery_mildew_yaprak,tomato__leaf,domates_powdery_mildew_yaprak,lentil,unknown,,0.54750706,0.01685234,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_462,staged_external:docs/demo_assets/m2_full_image_set/images/demo_462_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_462_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_powdery_mildew_yaprak,tomato,leaf,domates_powdery_mildew_yaprak,tomato__leaf,domates_powdery_mildew_yaprak,quinoa,unknown,,0.59650221,0.02790157,prototype_evidence_weak,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_147,staged_external:docs/demo_assets/m2_full_image_set/images/demo_147_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_147_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,,,,0.57442284,0.03861654,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_436,staged_external:docs/demo_assets/m2_full_image_set/images/demo_436_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_436_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,tomato__leaf,domates_late_blight_yaprak,potato,leaf,,0.58224226,0.03774696,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_097,staged_external:docs/demo_assets/m2_full_image_set/images/demo_097_grape_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_097_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_botrytis_cinerea_meyve,grape,fruit,üzüm_botrytis_cinerea_meyve,grape__fruit,üzüm_sağlıklı_meyve,grape,leaf,,0.67975543,0.02090861,part_conflict,router,fail,add_prototype_positive,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
demo_236,staged_external:docs/demo_assets/m2_full_image_set/images/demo_236_grape_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_236_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_mildiyö_meyve,grape,fruit,üzüm_mildiyö_meyve,grape__fruit,üzüm_mildiyö_meyve,grape,leaf,,0.6591944,0.01972934,part_conflict,router,fail,add_prototype_positive,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
demo_237,staged_external:docs/demo_assets/m2_full_image_set/images/demo_237_grape_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_237_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_antraknoz_meyve,grape,fruit,üzüm_antraknoz_meyve,grape__fruit,üzüm_mildiyö_meyve,grape,leaf,,0.63789754,0.01919759,part_conflict,router,fail,add_prototype_positive,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
demo_243,staged_external:docs/demo_assets/m2_full_image_set/images/demo_243_grape_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_243_grape_fruit.jpg,grape__fruit,grape,fruit,üzüm_mildiyö_meyve,grape,fruit,üzüm_mildiyö_meyve,grape__fruit,üzüm_mildiyö_meyve,grape,leaf,,0.64816049,0.01442042,part_conflict,router,fail,add_prototype_positive,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
demo_307,staged_external:docs/demo_assets/m2_full_image_set/images/demo_307_strawberry_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_307_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,strawberry,fruit,strawberry_gray_mold_fruit,strawberry__fruit,strawberry_gray_mold_fruit,strawberry,leaf,,0.59267873,0.03924654,part_conflict,router,fail,add_prototype_positive,clean_fruit_positive,deferred_router_only,fruit part-conflict row with same-target prototype evidence; add as clean fruit positive
demo_117,staged_external:docs/demo_assets/m2_full_image_set/images/demo_117_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_117_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,plum,unknown,,0.64271219,0.04497634,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_118,staged_external:docs/demo_assets/m2_full_image_set/images/demo_118_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_118_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,plum,unknown,,0.60457556,0.04497261,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_150,staged_external:docs/demo_assets/m2_full_image_set/images/demo_150_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_150_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,plum,unknown,,0.61830278,0.0637533,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_166,staged_external:docs/demo_assets/m2_full_image_set/images/demo_166_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_166_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot__fruit,kayısı_sağlıklı_meyve_800,plum,unknown,,0.64557146,0.08198827,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_168,staged_external:docs/demo_assets/m2_full_image_set/images/demo_168_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_168_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot__fruit,kayısı_sağlıklı_meyve_800,plum,unknown,,0.64321517,0.06904591,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_172,staged_external:docs/demo_assets/m2_full_image_set/images/demo_172_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_172_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısı_sağlıklı_meyve_800,apricot,fruit,kayısı_sağlıklı_meyve_800,apricot__fruit,kayısı_sağlıklı_meyve_800,plum,unknown,,0.70450236,0.14211002,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_173,staged_external:docs/demo_assets/m2_full_image_set/images/demo_173_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_173_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,apricot__fruit,kayısıda_şarka_virüsü_meyve_230,plum,unknown,,0.63051592,0.08038995,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_180,staged_external:docs/demo_assets/m2_full_image_set/images/demo_180_apricot_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_180_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısı_sağlıklı_meyve_800,apricot,fruit,kayısı_sağlıklı_meyve_800,apricot__fruit,kayısı_sağlıklı_meyve_800,plum,unknown,,0.68942722,0.12462007,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_372,staged_external:docs/demo_assets/m2_full_image_set/images/demo_372_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_372_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_blossom_end_rot_meyve,tomato,fruit,domates_blossom_end_rot_meyve,tomato__fruit,domates_sağlıklı_meyve,eggplant,unknown,,0.64752744,0.05060903,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_377,staged_external:docs/demo_assets/m2_full_image_set/images/demo_377_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_377_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_blossom_end_rot_meyve,tomato,fruit,domates_blossom_end_rot_meyve,tomato__fruit,domates_sağlıklı_meyve,eggplant,unknown,,0.7000672,0.11406076,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_384,staged_external:docs/demo_assets/m2_full_image_set/images/demo_384_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_384_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,tomato,fruit,domates_gray_mold_meyve,tomato__fruit,domates_sağlıklı_meyve,tomato,leaf,,0.67193348,0.08294599,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_389,staged_external:docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,tomato,fruit,domates_gray_mold_meyve,tomato__fruit,domates_sağlıklı_meyve,eggplant,unknown,,0.62200559,0.0632653,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_063,staged_external:docs/demo_assets/m2_full_image_set/images/demo_063_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_063_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,tomato,leaf,domates_early_blight_yaprak,tomato__leaf,domates_late_blight_yaprak,petunia,unknown,,0.59414012,0.06105747,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_431,staged_external:docs/demo_assets/m2_full_image_set/images/demo_431_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_431_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,tomato__leaf,domates_early_blight_yaprak,potato,leaf,,0.61746739,0.06571126,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_433,staged_external:docs/demo_assets/m2_full_image_set/images/demo_433_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_433_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,tomato__leaf,domates_late_blight_yaprak,potato,leaf,,0.60866669,0.05446091,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_435,staged_external:docs/demo_assets/m2_full_image_set/images/demo_435_tomato_leaf.png,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_435_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,tomato,leaf,domates_late_blight_yaprak,tomato__leaf,domates_late_blight_yaprak,honeydew,unknown,,0.5914374,0.04708255,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_438,staged_external:docs/demo_assets/m2_full_image_set/images/demo_438_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_438_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,tomato,leaf,domates_leaf_mold_yaprak,tomato__leaf,domates_early_blight_yaprak,potato,leaf,,0.62519521,0.04836512,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_441,staged_external:docs/demo_assets/m2_full_image_set/images/demo_441_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_441_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_leaf_mold_yaprak,tomato,leaf,domates_leaf_mold_yaprak,tomato__leaf,domates_late_blight_yaprak,potato,leaf,,0.61065735,0.04599733,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
demo_467,staged_external:docs/demo_assets/m2_full_image_set/images/demo_467_tomato_leaf.jpg,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_467_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_septoria_leaf_spot_yaprak,tomato,leaf,domates_septoria_leaf_spot_yaprak,tomato__leaf,domates_early_blight_yaprak,potato,leaf,,0.66379169,0.07488871,prototype_policy_not_calibrated,router,fail,add_prototype_positive,same_target_positive,deferred_router_only,same-target router/prototype failure in priority target; add as curated positive for target/class coverage
