image_id,expected_target,qc_status,qc_reason,replacement_action,source_path,final_path,sha256,width,height,contrast,expected_class,user_like_bucket,manual_review_note
demo_011,strawberry__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_anthracnose_fruit\anthracnose_fruit_rot_32.jpg,docs/demo_assets/m2_full_image_set/images/demo_011_strawberry_fruit.jpg,de02850be70f6c3db73ccf328f62100318dd06bd14daf80f69709c744a885064,419,419,80.13,strawberry_anthracnose_fruit,clear,
demo_012,strawberry__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_anthracnose_fruit\anthracnose_fruit_rot_38.jpg,docs/demo_assets/m2_full_image_set/images/demo_012_strawberry_fruit.jpg,cd606c29e871aa82d3cec1ed99625ada14d02331b439d7aeb44743bfbbff900e,419,419,39.06,strawberry_anthracnose_fruit,clear,
demo_013,strawberry__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_scorch_leaf\Strawberry___Leaf_scorch_100.jpg,docs/demo_assets/m2_full_image_set/images/demo_013_strawberry_leaf.jpg,10a8c36f1539c8ad2a6bc16d444486534a889f71b5234730d1638fdde42b3a4b,256,256,70.19,strawberry_leaf_scorch_leaf,clear,
demo_014,strawberry__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_scorch_leaf\Strawberry___Leaf_scorch_396.jpg,docs/demo_assets/m2_full_image_set/images/demo_014_strawberry_leaf.jpg,da7f430745a45b9ee642df398b2f289d7a717f4a397535c54cfca4a892e23c91,256,256,38.22,strawberry_leaf_scorch_leaf,clear,
demo_015,strawberry__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_scorch_leaf\Strawberry___Leaf_scorch_399.jpg,docs/demo_assets/m2_full_image_set/images/demo_015_strawberry_leaf.jpg,091c913bb7f81439f7b6221b5650be54d46f4d7ec57f3cb4936cecf2fbe6c1a8,256,256,41.54,strawberry_leaf_scorch_leaf,clear,
demo_016,strawberry__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_scorch_leaf\Strawberry___Leaf_scorch_400.jpg,docs/demo_assets/m2_full_image_set/images/demo_016_strawberry_leaf.jpg,6106addf45732ff3da6b29ecf5b7b5421204d4fd2e01e08f7d56f3ca31dcb758,256,256,47.05,strawberry_leaf_scorch_leaf,clear,
demo_017,grape__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__fruit\test\üzüm_antraknoz_meyve\Bağ antraknozu 271.JPG,docs/demo_assets/m2_full_image_set/images/demo_017_grape_fruit.jpg,cf9910ceeb319923f66b88e6fb815336106c60ebf7f524d7ad884618060fcef1,610,875,38.80,üzüm_antraknoz_meyve,clear,
demo_018,grape__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__fruit\test\üzüm_antraknoz_meyve\Bağ antraknozu 79.JPG,docs/demo_assets/m2_full_image_set/images/demo_018_grape_fruit.jpg,78b5c3cb0776101fad6939cd3b21e3a1df227532b3f243e98f71275163b6c6d8,559,471,41.73,üzüm_antraknoz_meyve,difficult,
demo_019,grape__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__fruit\test\üzüm_antraknoz_meyve\Bağ antraknozu 252.JPG,docs/demo_assets/m2_full_image_set/images/demo_019_grape_fruit.jpg,22d1cb531ecdc59d3dd78cd7bd5b4c29a5c1193966a331b6df8b31b4194a18a5,449,456,55.47,üzüm_antraknoz_meyve,difficult,
demo_020,grape__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__fruit\test\üzüm_antraknoz_meyve\Bağ Antraknozu 16.JPG,docs/demo_assets/m2_full_image_set/images/demo_020_grape_fruit.jpg,6530f2fa92df54eebbfbe507f78e1cdd0c96896ab2d7b6f2739c8a675e22d4ed,529,387,46.50,üzüm_antraknoz_meyve,borderline,
demo_021,grape__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\103.jpg,docs/demo_assets/m2_full_image_set/images/demo_021_grape_leaf.jpg,eca9178ec0638a3586eb2186d1fd8b2a861283face0632e84ca0d812aa3fdd95,800,1000,58.99,üzüm_antraknoz_yaprak,clear,
demo_022,grape__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\624.jpg,docs/demo_assets/m2_full_image_set/images/demo_022_grape_leaf.jpg,07829b840839c31b6173ed8b0375ec77f20758c81305c30d0e6af8e440df1ad7,800,1000,67.39,üzüm_antraknoz_yaprak,clear,
demo_023,grape__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\641.jpg,docs/demo_assets/m2_full_image_set/images/demo_023_grape_leaf.jpg,81a0bee3ea420dde81e08155d2439cadc942dd86180dc65da4d6843ad0a1a2bb,800,1000,56.75,üzüm_antraknoz_yaprak,clear,
demo_024,grape__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\65.jpg,docs/demo_assets/m2_full_image_set/images/demo_024_grape_leaf.jpg,36424eafc3fa04bdb2b013006e8a5a61cdf3de686b2a3aa96a18c32b2d9444ff,800,1000,49.21,üzüm_antraknoz_yaprak,clear,
demo_025,apricot__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_çiçek_monilyası_meyve_40\Kaysıda Çiçek Monilyası 87.JPG,docs/demo_assets/m2_full_image_set/images/demo_025_apricot_fruit.jpg,3bc578ea210b220a58d2cf85bbdf6efcf05ae1d5763ed80f608ed4a89b257bca,509,555,54.34,kayısıda_çiçek_monilyası_meyve_40,clear,
demo_026,apricot__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_çiçek_monilyası_meyve_40\Kaysıda Çiçek Monilyası 119.JPG,docs/demo_assets/m2_full_image_set/images/demo_026_apricot_fruit.jpg,a5fffc1381e8ef27d01bcb00b423df3ae94d5313857d2036fdbcf8bfcb8d7d2d,699,436,55.14,kayısıda_çiçek_monilyası_meyve_40,clear,
demo_027,apricot__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_çiçek_monilyası_meyve_40\Kaysıda Çiçek Monilyası 161.JPG,docs/demo_assets/m2_full_image_set/images/demo_027_apricot_fruit.jpg,8b739583fa1863bc9e4cae70aa77f1fc368ccb7eb07cc55843e7e2788ee5c55b,434,396,58.00,kayısıda_çiçek_monilyası_meyve_40,clear,
demo_028,apricot__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_çiçek_monilyası_meyve_40\Kaysıda Çiçek Monilyası 2.JPG,docs/demo_assets/m2_full_image_set/images/demo_028_apricot_fruit.jpg,ff47674399705712c2f18d74c03bbca009bb8dce5a388bfa442a1c0bd46116af,428,393,55.11,kayısıda_çiçek_monilyası_meyve_40,difficult,
demo_029,apricot__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_şarka_virüsü_yaprak_206\Şarka Virüsü 66.JPG,docs/demo_assets/m2_full_image_set/images/demo_029_apricot_leaf.jpg,f6e2c796deb9b124cffa1396a24983344bcc8b59807c5a9d37dab7fcbacc24a8,639,477,66.64,kayısı_şarka_virüsü_yaprak_206,difficult,
demo_030,apricot__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_şarka_virüsü_yaprak_206\Şarka Virüsü 448.JPG,docs/demo_assets/m2_full_image_set/images/demo_030_apricot_leaf.jpg,64732ed468a1c09f828fab79f7570acc3148e8d9afc5b4473afa9daf6e93b2c5,402,368,34.76,kayısı_şarka_virüsü_yaprak_206,borderline,
demo_031,apricot__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_şarka_virüsü_yaprak_206\Şarka Virüsü 69.JPG,docs/demo_assets/m2_full_image_set/images/demo_031_apricot_leaf.jpg,b3b8ece2a14842b293d4ad8ad9dc1052e9bae35fd581be00e47002b7a5751ead,342,479,32.32,kayısı_şarka_virüsü_yaprak_206,clear,
demo_032,apricot__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_şarka_virüsü_yaprak_206\Şarka Virüsü 106.JPG,docs/demo_assets/m2_full_image_set/images/demo_032_apricot_leaf.jpg,1debbb445343a0807527de8da326077c17955f6652718a212c6f24aa7302d59a,296,350,45.12,kayısı_şarka_virüsü_yaprak_206,clear,
demo_033,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_bacterial_spot_and_speck_yaprak\Kaggle_bacterial-speck-tomato-3_jpg.rf.d03fa072308b62fb01d9223eed74dac7.jpg,docs/demo_assets/m2_full_image_set/images/demo_033_tomato_leaf.jpg,cd3ed14261dd519424c2f8dfd293f3fae23304acaf668d8d0e51acd268bbffdb,640,640,52.91,domates_bacterial_spot_and_speck_yaprak,clear,
demo_034,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_antraknoz_meyve\Kaggle_train_anthracnose_19-Copy_png.rf.7525048ab217901948bfc64393ad5b43.jpg,docs/demo_assets/m2_full_image_set/images/demo_034_tomato_fruit.jpg,69d4fd23a16f31573e39f2485af5a2c6d642629c3bb27081beccc892d2377657,640,640,40.17,domates_antraknoz_meyve,clear,
demo_035,strawberry__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_anthracnose_fruit\anthracnose_fruit_rot_42.jpg,docs/demo_assets/m2_full_image_set/images/demo_035_strawberry_fruit.jpg,3170df9da668d0d88666d3e402ad340665c8ba0bf174579cdf69fdfc0ac7a168,419,419,48.83,strawberry_anthracnose_fruit,clear,
demo_036,grape__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\666.jpg,docs/demo_assets/m2_full_image_set/images/demo_036_grape_leaf.jpg,47964afed6079fcb48f55cf763a4a74d32dd0914d692566332ecefd01bd4987a,800,1000,51.14,üzüm_antraknoz_yaprak,clear,
demo_037,apricot__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_şarka_virüsü_yaprak_206\Şarka Virüsü 95.JPG,docs/demo_assets/m2_full_image_set/images/demo_037_apricot_leaf.jpg,b558a147589c7742dcbb1336313ef3431d3a479b4fb83e9a3377283a2a1488fd,391,289,61.96,kayısı_şarka_virüsü_yaprak_206,clear,
demo_038,strawberry__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_scorch_leaf\Strawberry___Leaf_scorch_403.jpg,docs/demo_assets/m2_full_image_set/images/demo_038_strawberry_leaf.jpg,1ef5fdcae5d73a83dc5dace492f44fffb0576d1cbc56cee41e2328465b7cd2ff,256,256,35.15,strawberry_leaf_scorch_leaf,difficult,
demo_039,grape__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\grape__fruit\test\üzüm_antraknoz_meyve\Bağ antraknozu 292.JPG,docs/demo_assets/m2_full_image_set/images/demo_039_grape_fruit.jpg,2e98848e73be4f2b729095a6c8fb1629ebc06f482c6ca9ee60ad154ab5b6c3e3,381,570,50.40,üzüm_antraknoz_meyve,difficult,
demo_040,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_bacterial_spot_and_speck_yaprak\Kaggle_BCH-20medium-20thumbnail-20for-20upload-20-2814-29_jpg.rf.eac6e0de03884e9dd6c309e3b5eb81b2.jpg,docs/demo_assets/m2_full_image_set/images/demo_040_tomato_leaf.jpg,97d9d8f3b2c53ceec2463b2147db14b880f8123a3e4f1359c078a2bf07d1d674,640,640,57.21,domates_bacterial_spot_and_speck_yaprak,borderline,
demo_041,unknown_crop,keep,,rebuilt_from_clean_pool,data\ood_dataset\final\apricot__leaf_ood_final\same_crop_unsupported_unknowns\Alternia-Leaf-Spot-Cucurbits-3.jpg,docs/demo_assets/m2_full_image_set/images/demo_041_unknown_crop.jpg,e694d71b13678796fb26af8b16288ba1583531197ee4389fccdc14f6e0adf4f1,2025,2025,44.77,unsupported_crop,clear,
demo_042,unknown_crop,keep,,rebuilt_from_clean_pool,data\ood_dataset\final\tomato__leaf_ood_final\off_crop_secondary\off_crop_secondary__bell_pepper_bacterial_spot_Bing_0005.jpg,docs/demo_assets/m2_full_image_set/images/demo_042_unknown_crop.jpg,32fb76a6b00c8254cdb33fab391e08b6dd42abfbc8525babc6056d43764e2f6a,1530,943,57.53,unsupported_crop,clear,
demo_043,tomato__unknown_part,keep,,rebuilt_from_clean_pool,data\router_eval_holdout\wrong_part\tomato\unsupported_unknown\unsupported_same_crop_mgg_4cb293e9237f.jpg,docs/demo_assets/m2_full_image_set/images/demo_043_tomato_unknown_part.jpg,4cb293e9237f32b6e8de40b781d04cc83fbd01fef5eaf664c770a13f65c7da41,2336,4160,43.49,unsupported_part,clear,
demo_044,grape__unknown_part,keep,,rebuilt_from_clean_pool,data\router_eval_holdout\wrong_part\grape\unsupported_unknown\takviye_20260514_internet_20260509_plantdoc_train_grape_leaf_black_rot_co_033b55_033b55ada5b7.jpg,docs/demo_assets/m2_full_image_set/images/demo_044_grape_unknown_part.jpg,033b55ada5b76bd9347066ce6fb272b0a4ef709b14ff43fbe7944accb72f27ad,4160,3120,65.03,unsupported_part,clear,
demo_045,non_plant,keep,,rebuilt_from_clean_pool,.runtime_tmp\m2_nonplant_internet\commons_nonplant_gardenwateringhoselyingongrassylawnjpg.jpg,docs/demo_assets/m2_full_image_set/images/demo_045_non_plant.jpg,4849ed49d79eb9366463416cb719476cfe3b3e00b6a603757d9021a6afc89a5f,6048,4024,33.41,non_plant,clear,
demo_046,non_plant,keep,,rebuilt_from_clean_pool,.runtime_tmp\m2_nonplant_internet\commons_nonplant_gardentoolsjpg.jpg,docs/demo_assets/m2_full_image_set/images/demo_046_non_plant.jpg,4a25ba65b7e708e6609e7cac6faacdbfb4171e9a5138871624745fc4d3bfbb47,2048,1536,42.57,non_plant,clear,
demo_049,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_antraknoz_meyve\Kaggle_train_anthracnose_22_zoom_1_png.rf.0965f4a6e11e72b6a405d0e9231e0b14.jpg,docs/demo_assets/m2_full_image_set/images/demo_049_tomato_fruit.jpg,eb8fe840d7f43ba68086831bda4f2a1729237d6c286bddea7c715fe377232026,640,640,60.61,domates_antraknoz_meyve,clear,
demo_050,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_antraknoz_meyve\Kaggle_train_anthracnose_24-Copy_png.rf.e93f114f28a88c99d1ba5cb5d9c04c9b.jpg,docs/demo_assets/m2_full_image_set/images/demo_050_tomato_fruit.jpg,106d35fc09101bad4c2c97f717ae2e649289dc2633c96d04d05b3f0547a09dc0,640,640,47.11,domates_antraknoz_meyve,difficult,
demo_051,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_antraknoz_meyve\Kaggle_train_anthracnose_3-Copy_png.rf.6cc0f31a793088eea812ca66ddc12403.jpg,docs/demo_assets/m2_full_image_set/images/demo_051_tomato_fruit.jpg,a642a994682a3f0696b8841659156ddbb8f9019a96c0aaaa706787a9f7ae2db0,640,640,55.64,domates_antraknoz_meyve,difficult,
demo_052,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_antraknoz_meyve\Kaggle_train_anthracnose_5-Copy_png.rf.85e68af386511df8beb4e150e4d357f5.jpg,docs/demo_assets/m2_full_image_set/images/demo_052_tomato_fruit.jpg,22cd07e786abc68a79fe4ce285534d479e835f49f4ea020df9753f8ff2e49d32,640,640,51.02,domates_antraknoz_meyve,borderline,
demo_053,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_antraknoz_meyve\Kaggle_train_anthracnose_6_zoom_4_png.rf.cc6b4023bf2945edcb596399ba776e48.jpg,docs/demo_assets/m2_full_image_set/images/demo_053_tomato_fruit.jpg,863ddaae464d04601c2a60b62c4a627509ffa6de1882ead7f921cfe2ad357553,640,640,52.14,domates_antraknoz_meyve,clear,
demo_054,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_bacterial_spot_and_speck_meyve\tomato_bacterial_leaf_spot_147.jpg,docs/demo_assets/m2_full_image_set/images/demo_054_tomato_fruit.jpg,c4a07de492e498a460fa98f1eb4535a37c780c7af6bb809ebb3b3c63f027f663,1200,1200,53.10,domates_bacterial_spot_and_speck_meyve,clear,
demo_055,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_bacterial_spot_and_speck_meyve\tomato_bacterial_leaf_spot_64.jpg,docs/demo_assets/m2_full_image_set/images/demo_055_tomato_fruit.jpg,77ab5f4a0bda0a85706865d12f712929467881491ee3dd24d2d215af2afc1f72,1067,800,68.21,domates_bacterial_spot_and_speck_meyve,clear,
demo_056,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\test\domates_bacterial_spot_and_speck_meyve\tomato_bacterial_leaf_spot_81.jpg,docs/demo_assets/m2_full_image_set/images/demo_056_tomato_fruit.jpg,156a742f95cb5dc6a9060598e24cf079c6bff0fbfc2b3cc998359c391767ae04,600,380,47.35,domates_bacterial_spot_and_speck_meyve,clear,
demo_057,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\val\domates_bacterial_spot_and_speck_meyve\tomato_bacterial_leaf_spot_8.jpg,docs/demo_assets/m2_full_image_set/images/demo_057_tomato_fruit.jpg,8f298d851e6b4a5f91e0fcdbdbbf6c58ca366be22e168aa32327bed011e300d3,1200,1600,61.67,domates_bacterial_spot_and_speck_meyve,clear,
demo_058,tomato__fruit,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__fruit\val\domates_bacterial_spot_and_speck_meyve\tomato_bacterial_leaf_spot_122.jpg,docs/demo_assets/m2_full_image_set/images/demo_058_tomato_fruit.jpg,e99ca90f482b296afd8c2c3f2996e03d586b8f7c17bf9fea91531a63c32af87f,595,402,45.66,domates_bacterial_spot_and_speck_meyve,clear,
demo_059,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_bacterial_spot_and_speck_yaprak\Kaggle_bacterialspotontomatoXant.JPG,docs/demo_assets/m2_full_image_set/images/demo_059_tomato_leaf.jpg,a72ec28906055d61b4aae509622761a6f7ea317141efcd4920ec76fac91d1d0b,534,400,52.94,domates_bacterial_spot_and_speck_yaprak,clear,
demo_060,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_bacterial_spot_and_speck_yaprak\Kaggle_90fb6585-1316-4fa1-ab9c-6a1873e050b5___GCREC_Bact.Sp 3208.JPG,docs/demo_assets/m2_full_image_set/images/demo_060_tomato_leaf.jpg,edf8f4eba2cd471a9236ea7f4c3615c041c95d9c24897116490ebb379aa55f97,256,256,27.91,domates_bacterial_spot_and_speck_yaprak,difficult,
demo_061,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_bacterial_spot_and_speck_yaprak\Kaggle_931d9484-8912-49c3-bc82-d849927c9a16___GCREC_Bact.Sp 3694.JPG,docs/demo_assets/m2_full_image_set/images/demo_061_tomato_leaf.jpg,73c663f28d2dc8d81e778c04a36ca6481c5d54a0b11ed6cb5129d9085d16a59f,256,256,30.31,domates_bacterial_spot_and_speck_yaprak,difficult,
demo_062,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_bacterial_spot_and_speck_yaprak\Kaggle_945f1d4c-7a9f-48e0-98a5-da3e2976077a___GCREC_Bact.Sp 3368.JPG,docs/demo_assets/m2_full_image_set/images/demo_062_tomato_leaf.jpg,0636cc258ef487d5192987cbd03904465b485c6da2817027c4adfe530ac0d4a0,256,256,33.84,domates_bacterial_spot_and_speck_yaprak,borderline,
demo_063,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_early_blight_yaprak\IMG_2646.jpg,docs/demo_assets/m2_full_image_set/images/demo_063_tomato_leaf.jpg,7bdf36621e7eabbbbc9417d7e0f88443e84709e0eb9c1cc32c761f60e6afe839,4032,3024,39.77,domates_early_blight_yaprak,clear,
demo_064,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_early_blight_yaprak\image_3f859844f1cd0a7d.jpg,docs/demo_assets/m2_full_image_set/images/demo_064_tomato_leaf.jpg,b133d25c9181fe98eca4959b87ace68566cd83ef7775528380d3146c12d141a6,640,640,45.06,domates_early_blight_yaprak,clear,
demo_065,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_early_blight_yaprak\image_0073.png,docs/demo_assets/m2_full_image_set/images/demo_065_tomato_leaf.png,17a8d3850252c53a1dfc788de1a45682bd1b2e221ca52c1678b7eec1f04e65b7,512,512,30.30,domates_early_blight_yaprak,clear,
demo_066,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_early_blight_yaprak\image_0121.png,docs/demo_assets/m2_full_image_set/images/demo_066_tomato_leaf.png,9096adbf2d7aa40794db2334cdf3467b90ab5148ab4474ed4dfcc8ca6da2c096,512,512,61.64,domates_early_blight_yaprak,clear,
demo_067,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_early_blight_yaprak\image_0169.png,docs/demo_assets/m2_full_image_set/images/demo_067_tomato_leaf.png,c628f7c7ccc5c6be71c29745f858a9d7ef32f7a28206a1cea5dbff4bd8bbba6f,512,512,51.22,domates_early_blight_yaprak,clear,
demo_068,tomato__leaf,keep,,rebuilt_from_clean_pool,data\prepared_runtime_datasets\tomato__leaf\test\domates_early_blight_yaprak\image_0217.png,docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png,0b3f885979869317087ffa9adfaf6909f986178b60d5803328cd345455597b78,512,512,52.88,domates_early_blight_yaprak,clear,
